LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId
AK,Alaska,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,2737000,$,Dollars,"(64.845079957001, -147.722059036)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IN,Indiana,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,122485409,$,Dollars,"(39.766910452, -86.149960194)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KY,Kentucky,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,179100100,$,Dollars,"(37.645970271, -84.774971048)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
PA,Pennsylvania,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,281805000,$,Dollars,"(40.793730152, -77.860700294)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
HI,Hawaii,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,85702087,$,Dollars,"(21.304850435, -157.857749403)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,1329662430,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
FL,Florida,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,278995000,$,Dollars,"(28.932040377, -81.928960539)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,5878000,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MN,Minnesota,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,173787772,$,Dollars,"(46.355648736, -94.794200503)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,236280843,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WA,Washington,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,329823662,$,Dollars,"(47.522278629, -120.47001079)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,279038430,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VA,Virginia,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,131839584,$,Dollars,"(37.542680674, -78.457890463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,18482269,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,6272275,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KY,Kentucky,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,21292000,$,Dollars,"(37.645970271, -84.774971048)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,446661000,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AR,Arkansas,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,200418005,$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
LA,Louisiana,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,47468305,$,Dollars,"(31.312660644, -92.445680071)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,437593000,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SC,South Carolina,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,26350424,$,Dollars,"(33.998821303, -81.045371207)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,264047565,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NH,New Hampshire,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,99326040,$,Dollars,"(43.655950113, -71.50036092)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,76330900,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AR,Arkansas,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,61767668,$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MI,Michigan,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,916872910,$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,340307000,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,104045712,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AR,Arkansas,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,81346688,$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CA,California,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,280626000,$,Dollars,"(37.638640123, -120.999999538)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,24785000,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OR,Oregon,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,12760000,$,Dollars,"(44.567449424, -120.155031326)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OR,Oregon,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,176065137,$,Dollars,"(44.567449424, -120.155031326)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OK,Oklahoma,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,67464411,$,Dollars,"(35.472031356, -97.521070214)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,603787800,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DC,District of Columbia,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,26237239,$,Dollars,"(38.890371385, -77.031961127)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CO,Colorado,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,49528000,$,Dollars,"(38.843840757, -106.133610921)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,86489648,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ND,North Dakota,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,15624052,$,Dollars,"(47.475319779, -100.118421049)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IN,Indiana,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,431322426,$,Dollars,"(39.766910452, -86.149960194)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MS,Mississippi,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,29390709,$,Dollars,"(32.745510099, -89.538030825)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CA,California,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,1040616216,$,Dollars,"(37.638640123, -120.999999538)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,181007346,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AR,Arkansas,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,61658584,$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,39066000,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MT,Montana,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,43748031,$,Dollars,"(47.066528972, -109.424420645)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,732240000,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ID,Idaho,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,39205650,$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,132345000,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ND,North Dakota,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,9847648,$,Dollars,"(47.475319779, -100.118421049)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,852943608,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,35120000,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VT,Vermont,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,8136202,$,Dollars,"(43.625381239, -72.517640791)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
FL,Florida,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,427857405,$,Dollars,"(28.932040377, -81.928960539)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NV,Nevada,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,95794651,$,Dollars,"(39.49324039, -117.071840564)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,389770000,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MN,Minnesota,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,57865633,$,Dollars,"(46.355648736, -94.794200503)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VT,Vermont,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,11932304,$,Dollars,"(43.625381239, -72.517640791)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DC,District of Columbia,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,32258549,$,Dollars,"(38.890371385, -77.031961127)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MI,Michigan,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,863990100,$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ID,Idaho,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,39326625,$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OK,Oklahoma,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,244622480,$,Dollars,"(35.472031356, -97.521070214)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
PA,Pennsylvania,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,1348660440,$,Dollars,"(40.793730152, -77.860700294)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AK,Alaska,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,28431309,$,Dollars,"(64.845079957001, -147.722059036)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AL,Alabama,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,50409197,$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,57202000,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NV,Nevada,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,60595972,$,Dollars,"(39.49324039, -117.071840564)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,90152759,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,662623540,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MD,Maryland,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,71076000,$,Dollars,"(39.290580964, -76.609260111)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,135251400,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MO,Missouri,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,86274201,$,Dollars,"(38.635790776, -92.566300053)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MI,Michigan,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,142424000,$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ID,Idaho,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,14696223,$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NM,New Mexico,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,22995749,$,Dollars,"(34.520880952, -106.240580985)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AZ,Arizona,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,52761017,$,Dollars,"(34.86597028, -111.763811277)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,27315000,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CO,Colorado,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,62140937,$,Dollars,"(38.843840757, -106.133610921)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,972740773,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,35963000,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WI,Wisconsin,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,576773290,$,Dollars,"(44.393191174, -89.816370742)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,110249352,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MO,Missouri,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,84351000,$,Dollars,"(38.635790776, -92.566300053)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CO,Colorado,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,33914000,$,Dollars,"(38.843840757, -106.133610921)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,5507400,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MN,Minnesota,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,174012701,$,Dollars,"(46.355648736, -94.794200503)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AZ,Arizona,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,306302317,$,Dollars,"(34.86597028, -111.763811277)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NH,New Hampshire,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,32515000,$,Dollars,"(43.655950113, -71.50036092)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,25632000,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OR,Oregon,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,32219000,$,Dollars,"(44.567449424, -120.155031326)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AR,Arkansas,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,85619768,$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,338668000,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,42774077,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MT,Montana,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,76430979,$,Dollars,"(47.066528972, -109.424420645)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OK,Oklahoma,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,78231671,$,Dollars,"(35.472031356, -97.521070214)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VA,Virginia,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,19242000,$,Dollars,"(37.542680674, -78.457890463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KS,Kansas,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,25020000,$,Dollars,"(38.3477403, -98.200781227)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SC,South Carolina,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,30114220,$,Dollars,"(33.998821303, -81.045371207)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
FL,Florida,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,438240758,$,Dollars,"(28.932040377, -81.928960539)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AK,Alaska,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,9503000,$,Dollars,"(64.845079957001, -147.722059036)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OR,Oregon,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,33423000,$,Dollars,"(44.567449424, -120.155031326)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TN,Tennessee,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,51529552,$,Dollars,"(35.68094058, -85.774490914)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NV,Nevada,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,47894128,$,Dollars,"(39.49324039, -117.071840564)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
PA,Pennsylvania,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,237602000,$,Dollars,"(40.793730152, -77.860700294)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,936456574,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AR,Arkansas,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,49072538,$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
