LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId
UT,Utah,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,21656003,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DE,Delaware,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,24551400,$,Dollars,"(39.008830667, -75.577741168)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DC,District of Columbia,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,17952000,$,Dollars,"(38.890371385, -77.031961127)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,766473718,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,269134972,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CA,California,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,265403000,$,Dollars,"(37.638640123, -120.999999538)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VA,Virginia,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,17979000,$,Dollars,"(37.542680674, -78.457890463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NE,Nebraska,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,26594000,$,Dollars,"(41.641040988001, -99.365720623)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,5473433,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NC,North Carolina,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,249011980,$,Dollars,"(35.466220975, -79.159250463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MN,Minnesota,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,556792999,$,Dollars,"(46.355648736, -94.794200503)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,15081000,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
FL,Florida,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,151859000,$,Dollars,"(28.932040377, -81.928960539)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
HI,Hawaii,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,32379975,$,Dollars,"(21.304850435, -157.857749403)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NM,New Mexico,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,14688000,$,Dollars,"(34.520880952, -106.240580985)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SD,South Dakota,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,21321597,$,Dollars,"(44.353130053, -100.373530637)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
FL,Florida,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,236587000,$,Dollars,"(28.932040377, -81.928960539)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MT,Montana,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,66653461,$,Dollars,"(47.066528972, -109.424420645)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
HI,Hawaii,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,12388409,$,Dollars,"(21.304850435, -157.857749403)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NV,Nevada,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,8729000,$,Dollars,"(39.49324039, -117.071840564)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VT,Vermont,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,60801534,$,Dollars,"(43.625381239, -72.517640791)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
LA,Louisiana,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,93307155,$,Dollars,"(31.312660644, -92.445680071)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
HI,Hawaii,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,121629881,$,Dollars,"(21.304850435, -157.857749403)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OR,Oregon,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,242470062,$,Dollars,"(44.567449424, -120.155031326)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TN,Tennessee,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,265812861,$,Dollars,"(35.68094058, -85.774490914)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VT,Vermont,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,6674580,$,Dollars,"(43.625381239, -72.517640791)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OK,Oklahoma,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,66891015,$,Dollars,"(35.472031356, -97.521070214)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,189942675,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,339554173,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MI,Michigan,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,545932880,$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VA,Virginia,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,170247840,$,Dollars,"(37.542680674, -78.457890463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,333255000,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ID,Idaho,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,40925442,$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NE,Nebraska,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,39469181,$,Dollars,"(41.641040988001, -99.365720623)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,5336000,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ND,North Dakota,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,7599262,$,Dollars,"(47.475319779, -100.118421049)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CA,California,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,920204311,$,Dollars,"(37.638640123, -120.999999538)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MI,Michigan,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,590401079,$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,131315700,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OK,Oklahoma,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,38577881,$,Dollars,"(35.472031356, -97.521070214)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
PA,Pennsylvania,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,247380000,$,Dollars,"(40.793730152, -77.860700294)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,217615500,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MO,Missouri,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,92748361,$,Dollars,"(38.635790776, -92.566300053)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,17125915,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AZ,Arizona,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,34513342,$,Dollars,"(34.86597028, -111.763811277)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,1507229486,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VT,Vermont,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,69405666,$,Dollars,"(43.625381239, -72.517640791)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KS,Kansas,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,34323231,$,Dollars,"(38.3477403, -98.200781227)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OR,Oregon,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,80000326,$,Dollars,"(44.567449424, -120.155031326)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AZ,Arizona,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,54392580,$,Dollars,"(34.86597028, -111.763811277)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MS,Mississippi,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,127364519,$,Dollars,"(32.745510099, -89.538030825)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KS,Kansas,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,34299712,$,Dollars,"(38.3477403, -98.200781227)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OR,Oregon,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,216407000,$,Dollars,"(44.567449424, -120.155031326)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NH,New Hampshire,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,13331935,$,Dollars,"(43.655950113, -71.50036092)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,269551562,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NH,New Hampshire,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,138573600,$,Dollars,"(43.655950113, -71.50036092)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
HI,Hawaii,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,114112464,$,Dollars,"(21.304850435, -157.857749403)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,426505842,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WA,Washington,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,61252398,$,Dollars,"(47.522278629, -120.47001079)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,855373680,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CA,California,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,256877000,$,Dollars,"(37.638640123, -120.999999538)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,224122904,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SC,South Carolina,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,30093670,$,Dollars,"(33.998821303, -81.045371207)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ID,Idaho,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,24152461,$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AL,Alabama,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,143144386,$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,424160000,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,94002000,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NC,North Carolina,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,20429000,$,Dollars,"(35.466220975, -79.159250463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AR,Arkansas,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,86736560,$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,778864680,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SC,South Carolina,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,138031843,$,Dollars,"(33.998821303, -81.045371207)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,558323640,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IA,Iowa,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,41441346,$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,285282926,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NM,New Mexico,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,55792327,$,Dollars,"(34.520880952, -106.240580985)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
HI,Hawaii,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,21051417,$,Dollars,"(21.304850435, -157.857749403)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VA,Virginia,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,20017000,$,Dollars,"(37.542680674, -78.457890463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SC,South Carolina,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,27559820,$,Dollars,"(33.998821303, -81.045371207)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
PA,Pennsylvania,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,243253000,$,Dollars,"(40.793730152, -77.860700294)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OR,Oregon,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,95850185,$,Dollars,"(44.567449424, -120.155031326)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KY,Kentucky,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,262353165,$,Dollars,"(37.645970271, -84.774971048)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,137924000,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AL,Alabama,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,137207735,$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NH,New Hampshire,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,27463000,$,Dollars,"(43.655950113, -71.50036092)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,403093000,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MS,Mississippi,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,31194721,$,Dollars,"(32.745510099, -89.538030825)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,1271800731,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AK,Alaska,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,4056000,$,Dollars,"(64.845079957001, -147.722059036)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TN,Tennessee,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,129671397,$,Dollars,"(35.68094058, -85.774490914)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AK,Alaska,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,5148000,$,Dollars,"(64.845079957001, -147.722059036)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IA,Iowa,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,94916925,$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,251487000,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,1330335699,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IN,Indiana,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,84459000,$,Dollars,"(39.766910452, -86.149960194)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,29800000,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SD,South Dakota,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,19251084,$,Dollars,"(44.353130053, -100.373530637)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MD,Maryland,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,56233000,$,Dollars,"(39.290580964, -76.609260111)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KS,Kansas,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,30820823,$,Dollars,"(38.3477403, -98.200781227)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,414750695,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,413602137,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,24988000,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TN,Tennessee,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,72046814,$,Dollars,"(35.68094058, -85.774490914)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,410490194,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,206978000,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,135831050,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CA,California,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,717361867,$,Dollars,"(37.638640123, -120.999999538)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AK,Alaska,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,42915000,$,Dollars,"(64.845079957001, -147.722059036)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VT,Vermont,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,7586268,$,Dollars,"(43.625381239, -72.517640791)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,256967461,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,39766000,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,91320117,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TN,Tennessee,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,77049000,$,Dollars,"(35.68094058, -85.774490914)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,5369365,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,280663934,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AL,Alabama,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,54496057,$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OK,Oklahoma,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,66745446,$,Dollars,"(35.472031356, -97.521070214)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,25779000,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,733079700,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DE,Delaware,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,23095680,$,Dollars,"(39.008830667, -75.577741168)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
PA,Pennsylvania,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,993112000,$,Dollars,"(40.793730152, -77.860700294)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DC,District of Columbia,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,36360219,$,Dollars,"(38.890371385, -77.031961127)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,34713000,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WA,Washington,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,50113233,$,Dollars,"(47.522278629, -120.47001079)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WI,Wisconsin,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,140767838,$,Dollars,"(44.393191174, -89.816370742)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DC,District of Columbia,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,6416000,$,Dollars,"(38.890371385, -77.031961127)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
FL,Florida,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,1079117307,$,Dollars,"(28.932040377, -81.928960539)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WI,Wisconsin,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,82735000,$,Dollars,"(44.393191174, -89.816370742)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,54495284,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,189891166,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,39947000,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VT,Vermont,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,11431152,$,Dollars,"(43.625381239, -72.517640791)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
